index_ndx,bathroom_label,bathrooms,bed_label,bedroom_label,bedrooms,beds,city,guest_label,id,is_new_listing,is_superhost,lat,lng,localized_city,person_capacity,property_type_id,room_and_property_type,room_type_category,room_type,space_type,tier_id,public_address,min_nights,max_nights,monthly_price_factor,rate_type,weekly_price_factor,rate_amount,rate_with_service_fee_amount,user_first_name,user_id,user_is_superhost,rawdata_file
46,2 baths,2.0,3 beds,2 bedrooms,2,3,Keystone,6 guests,23439546,False,False,39.6065,-105.93897,Keystone,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",2,1125,1.0,nightly,0.87,75.0,75.0, ,174852942,False,airbnb_rawdata_montezuma_20200304.json
46,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,4 guests,23545768,False,True,39.62644,-106.04343999999999,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,365,1.0,nightly,1.0,79.0,79.0, ,93950703,True,airbnb_rawdata_dillon_20200303.json
42,2 baths,2.0,4 beds,2 bedrooms,2,4,Breckenridge,6 guests,23648378,False,True,39.47538,-106.03558999999998,Breckenridge,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Breckenridge, CO, United States",2,60,1.0,nightly,0.79,69.0,69.0, ,177019249,True,airbnb_rawdata_breckenridge_20200303.json
33,1 bath,1.0,2 beds,Studio,0,2,Copper Mountain,4 guests,23703480,False,True,39.499759999999995,-106.14798,Copper Mountain,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",3,1125,0.95,nightly,0.95,100.0,100.0, ,53327760,True,airbnb_rawdata_coppermountain_20200227.json
28,2 baths,2.0,4 beds,2 bedrooms,2,4,Dillon,5 guests,23782054,False,True,39.62748,-106.04326,Dillon,5,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,1125,1.0,nightly,0.9,135.0,135.0, ,25263370,True,airbnb_rawdata_dillon_20200303.json
31,1 private bath,1.0,1 bed,1 bedroom,1,1,Breckenridge,2 guests,23853910,False,True,39.490809999999996,-106.03943999999998,Breckenridge,2,2,Private room in house,private_room,Private room,Private room,0,"Breckenridge, CO, United States",1,2,1.0,nightly,1.0,70.0,70.0, ,33293291,True,airbnb_rawdata_breckenridge_20200227.json
34,2 baths,2.0,3 beds,2 bedrooms,2,3,Silverthorne,4 guests,24356963,False,True,39.620740000000005,-106.1072,Silverthorne,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",2,100,0.76,nightly,0.92,99.0,99.0, ,183796586,True,airbnb_rawdata_wildernest_20200301.json
22,1 bath,1.0,2 beds,Studio,0,2,Frisco,4 guests,24466694,False,False,39.57651,-106.11086,Frisco,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Frisco, CO, United States",1,1125,1.0,nightly,1.0,85.0,85.0, ,28055699,False,airbnb_rawdata_frisco_20200304.json
6,1 bath,1.0,3 beds,1 bedroom,1,3,Keystone,6 guests,24467291,False,False,39.60538,-105.95031000000002,Keystone,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",1,1125,1.0,nightly,1.0,83.0,83.0, ,28055699,False,airbnb_rawdata_montezuma_20200304.json
6,1.5 baths,1.5,2 beds,1 bedroom,1,2,Breckenridge,4 guests,24536596,False,False,39.40208,-106.0508,Breckenridge,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Breckenridge, CO, United States",1,1124,0.95,nightly,1.0,69.0,69.0, ,1604699,False,airbnb_rawdata_blueriver_20200304.json
42,1 bath,1.0,2 beds,1 bedroom,1,2,Silverthorne,4 guests,24576139,False,True,39.61589,-106.09983999999999,Silverthorne,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",1,1125,0.95,nightly,0.97,128.0,128.0, ,24455694,True,airbnb_rawdata_wildernest_20200303.json
8,1 bath,1.0,4 beds,2 bedrooms,2,4,Silverthorne,6 guests,24583612,False,False,39.61776,-106.0968,Silverthorne,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",1,10,1.0,nightly,1.0,80.0,80.0, ,185776648,False,airbnb_rawdata_wildernest_20200304.json
14,1 private bath,1.0,1 bed,1 bedroom,1,1,Blue River,2 guests,24634323,False,False,39.4163,-106.0442,Blue River,2,4,Private room in cabin,private_room,Private room,Private room,0,"Blue River, CO, United States",1,30,1.0,nightly,1.0,75.0,75.0, ,164362121,False,airbnb_rawdata_blueriver_20200227.json
32,2 baths,2.0,2 beds,1 bedroom,1,2,Frisco,4 guests,24774006,False,False,39.50096,-106.15818,Frisco,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Frisco, CO, United States",2,1125,1.0,nightly,1.0,159.0,159.0, ,187159507,False,airbnb_rawdata_coppermountain_20200229.json
17,1.5 baths,1.5,3 beds,2 bedrooms,2,3,Dillon,6 guests,24920705,False,True,39.5907,-106.00081000000002,Dillon,6,2,Entire house,entire_home,Entire home/apt,Entire house,0,"Dillon, CO, United States",1,45,0.8,nightly,0.92,128.0,128.0, ,179273913,True,airbnb_rawdata_summitcove_20200229.json
30,1 bath,1.0,2 beds,1 bedroom,1,2,Frisco,4 guests,24921072,False,True,39.50072,-106.1571,Frisco,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Frisco, CO, United States",2,30,0.8,nightly,0.9,90.0,90.0, ,188416044,True,airbnb_rawdata_coppermountain_20200227.json
48,2 baths,2.0,5 beds,2 bedrooms,2,5,Silverthorne,6 guests,25137331,False,True,39.619279999999996,-106.10828000000001,Silverthorne,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",2,1125,0.95,nightly,0.95,110.0,110.0, ,142727591,True,airbnb_rawdata_wildernest_20200227.json
14,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,25266731,False,True,39.63041,-106.04279,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,20,1.0,nightly,0.9,99.0,99.0, ,29150472,True,airbnb_rawdata_dillon_20200227.json
21,1 bath,1.0,2 beds,1 bedroom,1,2,Breckenridge,4 guests,25277701,False,True,39.484429999999996,-106.04569,Breckenridge,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Breckenridge, CO, United States",1,1125,0.92,nightly,0.95,55.0,55.0, ,79084025,True,airbnb_rawdata_breckenridge_20200303.json
25,1 bath,1.0,2 beds,Studio,0,2,Breckenridge,3 guests,25284981,False,True,39.473209999999995,-106.0446,Breckenridge,3,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Breckenridge, CO, United States",2,30,0.75,nightly,0.8,84.0,84.0, ,33262970,True,airbnb_rawdata_breckenridge_20200229.json
37,2.5 baths,2.5,5 beds,3 bedrooms,3,5,Breckenridge,9 guests,25298348,False,True,39.43034,-106.04565,Breckenridge,9,4,Entire cabin,entire_home,Entire home/apt,Entire cabin,1,"Breckenridge, CO, United States",2,21,1.0,nightly,0.9,250.0,250.0, ,191106357,True,airbnb_rawdata_blueriver_20200303.json
37,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,3 guests,25471027,False,True,39.629090000000005,-106.04252,Dillon,3,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,1125,0.92,nightly,0.96,40.0,40.0, ,97153287,True,airbnb_rawdata_dillon_20200303.json
32,1 bath,1.0,3 beds,1 bedroom,1,3,Keystone,5 guests,25479648,False,False,39.60781,-105.94675,Keystone,5,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",1,1125,1.0,nightly,1.0,83.0,83.0, ,28055699,False,airbnb_rawdata_montezuma_20200229.json
14,2 baths,2.0,3 beds,1 bedroom,1,3,Keystone,6 guests,25840221,False,False,39.60787,-105.93983,Keystone,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",1,1124,1.0,nightly,1.0,77.0,77.0, ,28055699,False,airbnb_rawdata_montezuma_20200227.json
28,1 bath,1.0,3 beds,1 bedroom,1,3,Keystone,5 guests,25840345,False,False,39.60666,-105.9438,Keystone,5,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",1,1125,1.0,nightly,1.0,71.0,71.0, ,28055699,False,airbnb_rawdata_montezuma_20200304.json
39,1 bath,1.0,3 beds,1 bedroom,1,3,Copper Mountain,6 guests,26100751,False,False,39.50035,-106.15451000000002,Copper Mountain,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",2,28,1.0,nightly,1.0,150.0,150.0, ,188510745,False,airbnb_rawdata_coppermountain_20200302.json
30,2 baths,2.0,3 beds,2 bedrooms,2,3,Silverthorne,7 guests,26101163,False,True,39.61956,-106.09879,Silverthorne,7,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",2,18,1.0,nightly,1.0,99.0,99.0, ,196187876,True,airbnb_rawdata_wildernest_20200229.json
44,1 bath,1.0,2 beds,Studio,0,2,Keystone,4 guests,26132533,False,False,39.60958,-105.94988000000001,Keystone,4,35,Entire loft,entire_home,Entire home/apt,Entire loft,0,"Keystone, CO, United States",2,1125,1.0,nightly,1.0,67.0,67.0, ,121237060,False,airbnb_rawdata_montezuma_20200229.json
45,1 private bath,1.0,1 bed,Studio,0,1,Dillon,2 guests,26137125,False,True,39.634570000000004,-106.04271000000001,Dillon,2,2,Private room in house,private_room,Private room,Private room,0,"Dillon, CO, United States",1,1125,1.0,nightly,1.0,90.0,90.0, ,196472336,True,airbnb_rawdata_silverthorne_20200227.json
10,1 bath,1.0,2 beds,1 bedroom,1,2,Frisco,4 guests,26204986,False,True,39.5725,-106.09261000000001,Frisco,4,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Frisco, CO, United States",2,1125,1.0,nightly,1.0,129.0,129.0, ,197368,True,airbnb_rawdata_frisco_20200229.json
41,2 baths,2.0,7 beds,3 bedrooms,3,7,Breckenridge,8 guests,26277616,False,True,39.424929999999996,-106.04421,Breckenridge,8,4,Entire cabin,entire_home,Entire home/apt,Entire cabin,1,"Breckenridge, CO, United States",3,1125,1.0,nightly,1.0,245.0,245.0, ,26104136,True,airbnb_rawdata_blueriver_20200303.json
41,1 bath,1.0,3 beds,1 bedroom,1,3,Dillon,4 guests,26299282,False,False,39.60154,-106.00268,Dillon,4,53,Entire guest suite,entire_home,Entire home/apt,Entire guest suite,0,"Dillon, CO, United States",2,30,1.0,nightly,1.0,195.0,195.0, ,179560272,False,airbnb_rawdata_summitcove_20200301.json
6,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,4 guests,26304141,False,True,39.60028,-106.01032,Dillon,4,36,Entire townhouse,entire_home,Entire home/apt,Entire townhouse,0,"Dillon, CO, United States",1,1125,0.85,nightly,1.0,80.0,80.0, ,197285775,True,airbnb_rawdata_summitcove_20200229.json
12,1 bath,1.0,1 bed,Studio,0,1,Breckenridge,2 guests,26339446,False,True,39.4736,-106.04446000000002,Breckenridge,2,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,1,"Breckenridge, CO, United States",1,12,1.0,nightly,0.95,89.0,89.0, ,41180216,True,airbnb_rawdata_breckenridge_20200227.json
48,1 shared bath,1.0,1 bed,1 bedroom,1,1,Breckenridge,2 guests,26643386,False,True,39.48796,-106.03368999999999,Breckenridge,2,2,Private room in house,private_room,Private room,Private room,0,"Breckenridge, CO, United States",2,1125,1.0,nightly,0.9,70.0,70.0, ,90300406,True,airbnb_rawdata_breckenridge_20200304.json
5,1 bath,1.0,2 beds,Studio,0,2,Keystone,4 guests,26689627,False,True,39.605270000000004,-105.9555,Keystone,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",1,1125,0.8,nightly,0.85,49.0,49.0, ,4768371,True,airbnb_rawdata_montezuma_20200304.json
29,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,26779606,False,True,39.60767,-105.94453,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",1,1125,0.85,nightly,0.95,79.0,79.0, ,135603844,True,airbnb_rawdata_montezuma_20200227.json
14,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,26924993,False,True,39.63153,-106.04563,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,29,1.0,nightly,0.85,110.0,110.0, ,202598029,True,airbnb_rawdata_dillon_20200229.json
26,1 bath,1.0,2 beds,Studio,0,2,Frisco,4 guests,26948354,False,True,39.57497,-106.10271000000002,Frisco,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Frisco, CO, United States",2,1125,0.95,nightly,0.95,100.0,100.0, ,202765434,True,airbnb_rawdata_frisco_20200229.json
47,1 bath,1.0,3 beds,1 bedroom,1,3,Silverthorne,4 guests,27175097,False,False,39.64072,-106.06594,Silverthorne,4,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Silverthorne, CO, United States",1,1125,0.7,nightly,0.9,45.0,45.0, ,204625986,False,airbnb_rawdata_silverthorne_20200229.json
18,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,27189234,False,True,39.6081,-105.9423,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",1,29,1.0,nightly,1.0,65.0,65.0, ,52370837,True,airbnb_rawdata_montezuma_20200229.json
46,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,27341250,False,True,39.63047,-106.04018,Dillon,4,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Dillon, CO, United States",1,1125,1.0,nightly,1.0,75.0,75.0, ,74898149,True,airbnb_rawdata_silverthorne_20200229.json
17,1 bath,1.0,2 beds,1 bedroom,1,2,Breckenridge,4 guests,27388278,False,False,39.48341,-106.0454,Breckenridge,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Breckenridge, CO, United States",1,1100,1.0,nightly,1.0,75.0,75.0, ,122110932,False,airbnb_rawdata_breckenridge_20200301.json
25,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,27439506,False,True,39.60648,-105.94101,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",1,29,1.0,nightly,1.0,65.0,65.0, ,52370837,True,airbnb_rawdata_montezuma_20200229.json
35,1 bath,1.0,1 bed,1 bedroom,1,1,Keystone,4 guests,27607397,False,False,39.60774,-105.94527,Keystone,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",1,1125,1.0,nightly,1.0,78.0,78.0, ,28055699,False,airbnb_rawdata_montezuma_20200303.json
18,1 bath,1.0,2 beds,1 bedroom,1,2,Keystone,4 guests,27675494,False,True,39.60674,-105.94338,Keystone,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",1,1125,1.0,nightly,1.0,89.0,89.0, ,74634628,True,airbnb_rawdata_montezuma_20200303.json
48,2 baths,2.0,3 beds,3 bedrooms,3,3,Dillon,6 guests,27824439,False,False,39.5968,-106.0091,Dillon,6,2,Entire house,entire_home,Entire home/apt,Entire house,0,"Dillon, CO, United States",3,1125,1.0,nightly,1.0,100.0,100.0, ,112086118,False,airbnb_rawdata_summitcove_20200301.json
43,1 bath,1.0,2 beds,1 bedroom,1,2,Breckenridge,4 guests,27897387,False,True,39.475840000000005,-106.04583999999998,Breckenridge,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,1,"Breckenridge, CO, United States",2,15,0.9,nightly,0.9,115.0,115.0, ,210735069,True,airbnb_rawdata_breckenridge_20200304.json
25,1 bath,1.0,2 beds,1 bedroom,1,2,Breckenridge,4 guests,27906037,False,True,39.48106,-106.05953999999998,Breckenridge,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,1,"Breckenridge, CO, United States",2,1125,0.9,nightly,0.95,99.0,99.0, ,210796754,True,airbnb_rawdata_breckenridge_20200303.json
26,2 baths,2.0,4 beds,3 bedrooms,3,4,Dillon,8 guests,27925640,False,True,39.62961,-106.04176000000001,Dillon,8,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,1125,0.8,nightly,0.9,75.0,75.0, ,46172681,True,airbnb_rawdata_dillon_20200227.json
39,1 bath,1.0,1 bed,Studio,0,1,Breckenridge,4 guests,28074069,False,True,39.47602,-106.0468,Breckenridge,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Breckenridge, CO, United States",2,7,1.0,nightly,0.9,75.0,75.0, ,84156862,True,airbnb_rawdata_breckenridge_20200227.json
11,1 bath,1.0,3 beds,2 bedrooms,2,3,Silverthorne,6 guests,28562970,False,True,39.6354,-106.0635,Silverthorne,6,53,Entire guest suite,entire_home,Entire home/apt,Entire guest suite,0,"Silverthorne, CO, United States",3,1125,0.85,nightly,1.0,100.0,100.0, ,116317547,True,airbnb_rawdata_silverthorne_20200304.json
29,2 baths,2.0,6 beds,2 bedrooms,2,6,Breckenridge,8 guests,28644835,False,True,39.47592,-106.04332,Breckenridge,8,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Breckenridge, CO, United States",2,28,1.0,nightly,1.0,82.0,82.0, ,2127135,True,airbnb_rawdata_breckenridge_20200303.json
0,1 bath,1.0,2 beds,Studio,0,2,Breckenridge,4 guests,28645602,False,True,39.44048,-106.0428,Breckenridge,4,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Breckenridge, CO, United States",1,31,0.9,nightly,0.95,130.0,130.0, ,216159213,True,airbnb_rawdata_blueriver_20200303.json
10,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,2 guests,28895670,False,False,39.627159999999996,-106.04438,Dillon,2,53,Entire guest suite,entire_home,Entire home/apt,Entire guest suite,0,"Dillon, CO, United States",2,1125,1.0,nightly,1.0,89.0,89.0, ,217823611,False,airbnb_rawdata_dillon_20200229.json
10,1.5 baths,1.5,2 beds,1 bedroom,1,2,Breckenridge,4 guests,28985774,False,False,39.48285,-106.06858000000001,Breckenridge,4,65,Private room in resort,private_room,Private room,Resort room,0,"Breckenridge, CO, United States",7,1125,1.0,nightly,1.0,89.0,89.0, ,218314970,False,airbnb_rawdata_coppermountain_20200301.json
21,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,3 guests,29024974,False,True,39.63085,-106.04346000000001,Dillon,3,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,1125,0.92,nightly,0.96,40.0,40.0, ,97153287,True,airbnb_rawdata_silverthorne_20200303.json
13,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,4 guests,29095892,False,True,39.60051,-106.00997,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,10,1.0,nightly,0.86,75.0,75.0, ,219278869,True,airbnb_rawdata_summitcove_20200303.json
48,1 bath,1.0,2 beds,Studio,0,2,Frisco,3 guests,29104731,False,True,39.57665,-106.09733999999999,Frisco,3,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Frisco, CO, United States",4,30,1.0,nightly,1.0,140.0,140.0, ,96008343,True,airbnb_rawdata_frisco_20200304.json
42,1 bath,1.0,2 beds,1 bedroom,1,2,Copper Mountain,4 guests,29122763,False,False,39.50105,-106.1563,Copper Mountain,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",1,28,1.0,nightly,1.0,167.0,167.0, ,188510745,False,airbnb_rawdata_coppermountain_20200303.json
43,1 bath,1.0,2 beds,Studio,0,2,Keystone,4 guests,29214413,False,False,39.609609999999996,-105.94843999999999,Keystone,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",1,1125,1.0,nightly,1.0,70.0,70.0, ,28055699,False,airbnb_rawdata_montezuma_20200304.json
22,1 bath,1.0,2 beds,Studio,0,2,Keystone,4 guests,29214800,False,False,39.60617,-105.94431000000002,Keystone,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",1,1125,1.0,nightly,1.0,69.0,69.0, ,28055699,False,airbnb_rawdata_montezuma_20200301.json
46,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,4 guests,29254131,False,True,39.60792,-105.9446,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,1125,0.8,nightly,0.9,100.0,100.0, ,151959957,True,airbnb_rawdata_montezuma_20200301.json
22,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,3 guests,29279487,False,True,39.59884,-106.00615,Dillon,3,36,Entire townhouse,entire_home,Entire home/apt,Entire townhouse,0,"Dillon, CO, United States",4,1125,0.8,nightly,0.9,97.0,97.0, ,176590369,True,airbnb_rawdata_summitcove_20200227.json
38,2 baths,2.0,6 beds,2 bedrooms,2,6,Silverthorne,10 guests,29365993,False,True,39.61813,-106.09473999999999,Silverthorne,10,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",1,30,0.8,nightly,0.9,100.0,100.0, ,23827178,True,airbnb_rawdata_wildernest_20200304.json
26,4 baths,4.0,6 beds,3 bedrooms,3,6,Silverthorne,10 guests,29661057,False,False,39.660070000000005,-106.08757,Silverthorne,10,2,Entire house,entire_home,Entire home/apt,Entire house,0,"Silverthorne, CO, United States",1,1125,1.0,nightly,1.0,183.0,183.0, ,43132625,False,airbnb_rawdata_silverthorne_20200303.json
49,4.5 baths,4.5,4 beds,4 bedrooms,4,4,Dillon,8 guests,29780092,False,True,39.58525,-106.00783999999999,Dillon,8,2,Entire house,entire_home,Entire home/apt,Entire house,0,"Dillon, CO, United States",1,365,1.0,nightly,1.0,395.0,395.0, ,211145414,True,airbnb_rawdata_summitcove_20200229.json
0,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,3 guests,29934778,False,True,39.62964,-106.04234,Dillon,3,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,1125,0.92,nightly,0.96,40.0,40.0, ,97153287,True,airbnb_rawdata_dillon_20200303.json
46,1 bath,1.0,2 beds,Studio,0,2,Breckenridge,4 guests,30038060,False,True,39.47698,-106.04748000000001,Breckenridge,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Breckenridge, CO, United States",1,15,0.9,nightly,0.95,43.0,43.0, ,93513487,True,airbnb_rawdata_blueriver_20200303.json
25,3 baths,3.0,6 beds,3 bedrooms,3,6,Breckenridge,10 guests,30107575,False,True,39.45371,-106.0403,Breckenridge,10,22,Entire chalet,entire_home,Entire home/apt,Entire chalet,0,"Breckenridge, CO, United States",2,1125,1.0,nightly,1.0,262.0,262.0, ,29004115,True,airbnb_rawdata_blueriver_20200227.json
30,5 baths,5.0,13 beds,7 bedrooms,7,13,Breckenridge,16+ guests,30572270,False,False,39.44993,-106.04553999999999,Breckenridge,16,2,Entire house,entire_home,Entire home/apt,Entire house,0,"Breckenridge, CO, United States",3,1125,1.0,nightly,1.0,463.0,463.0, ,106535895,False,airbnb_rawdata_blueriver_20200227.json
3,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,30795266,False,True,39.598,-106.01026999999999,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",1,1125,0.8,nightly,0.9,42.0,42.0, ,24715185,True,airbnb_rawdata_summitcove_20200304.json
28,1 bath,1.0,4 beds,1 bedroom,1,4,Copper Mountain,4 guests,30851629,False,False,39.50051,-106.15335,Copper Mountain,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",3,360,1.0,nightly,1.0,75.0,75.0, ,27421056,False,airbnb_rawdata_coppermountain_20200303.json
49,1 bath,1.0,1 bed,1 bedroom,1,1,Frisco,4 guests,30854651,False,False,39.499559999999995,-106.1577,Frisco,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Frisco, CO, United States",4,360,1.0,nightly,1.0,75.0,75.0, ,27421056,False,airbnb_rawdata_coppermountain_20200301.json
21,1 bath,1.0,3 beds,1 bedroom,1,3,Dillon,4 guests,30960189,False,False,39.599579999999996,-106.00571000000001,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",1,28,1.0,nightly,1.0,132.0,132.0, ,188510745,False,airbnb_rawdata_summitcove_20200302.json
30,1.5 baths,1.5,2 beds,1 bedroom,1,2,Dillon,4 guests,31075725,False,True,39.60642,-105.95362,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,7,1.0,nightly,1.0,80.0,80.0, ,35962018,True,airbnb_rawdata_montezuma_20200303.json
23,2 baths,2.0,2 beds,2 bedrooms,2,2,Silverthorne,4 guests,31112683,False,True,39.618840000000006,-106.08176,Silverthorne,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",4,1125,0.75,nightly,0.9,99.0,99.0, ,4446168,True,airbnb_rawdata_wildernest_20200304.json
40,2 baths,2.0,4 beds,Studio,0,4,Copper Mountain,4 guests,31224269,False,False,39.49902,-106.15423,Copper Mountain,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",1,32,0.5,nightly,0.95,100.0,100.0, ,9815724,False,airbnb_rawdata_coppermountain_20200303.json
12,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,31295668,False,True,39.63308,-106.04665,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",1,16,1.0,nightly,1.0,75.0,75.0, ,57580997,True,airbnb_rawdata_dillon_20200301.json
49,1 bath,1.0,2 beds,1 bedroom,1,2,Breckenridge,4 guests,31380933,False,False,39.48138,-106.06663999999999,Breckenridge,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Breckenridge, CO, United States",5,7,1.0,nightly,1.0,138.0,138.0, ,134236916,False,airbnb_rawdata_coppermountain_20200303.json
31,1 bath,1.0,1 bed,Studio,0,1,Silverthorne,2 guests,31570264,False,False,39.61721,-106.09331999999999,Silverthorne,2,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",3,28,0.9,nightly,0.9,100.0,100.0, ,186074821,False,airbnb_rawdata_wildernest_20200229.json
46,1 bath,1.0,2 beds,Studio,0,2,Keystone,4 guests,31732820,False,True,39.60587,-105.95409,Keystone,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",2,1125,1.0,nightly,0.89,69.0,69.0, ,46863024,True,airbnb_rawdata_silverthorne_20200303.json
24,3 baths,3.0,5 beds,3 bedrooms,3,5,Dillon,8 guests,31924376,False,False,39.60113,-106.01086000000001,Dillon,8,2,Entire house,entire_home,Entire home/apt,Entire house,0,"Dillon, CO, United States",2,1125,1.0,nightly,1.0,171.0,171.0, ,121237060,False,airbnb_rawdata_summitcove_20200304.json
7,1.5 baths,1.5,3 beds,2 bedrooms,2,3,Silverthorne,6 guests,32023031,False,True,39.62003,-106.08828999999999,Silverthorne,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",1,1125,0.8,nightly,0.9,80.0,80.0, ,240100417,True,airbnb_rawdata_wildernest_20200302.json
